sl_no,State_Name,District_Name,Market_Name,Variety,Group,Arrivals,Min_price,Max_price,Modal_price,Date
1207,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3,3950,4400,4260,26-Oct-15
1208,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,20,4250,4370,4325,28-Oct-15
1209,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,35,4250,4375,4350,28-Oct-15
1210,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,35,4250,4350,4300,28-Oct-15
1211,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,15,4250,4350,4300,28-Oct-15
1212,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,9,4100,4200,4125,28-Oct-15
1213,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,422.19,4001,4201,4101,28-Oct-15
1214,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.4,3800,3950,3900,28-Oct-15
1215,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,140,4100,4250,4200,30-Oct-15
1216,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,30,4100,4225,4175,30-Oct-15
1217,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,36,4100,4250,4175,30-Oct-15
1218,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,30,4100,4225,4150,30-Oct-15
1219,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,368.83,3901,4101,4075,30-Oct-15
1220,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.9,3850,4000,3950,30-Oct-15
1221,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,150,4060,4301,4150,02-Nov-15
1222,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85,4000,4150,4100,02-Nov-15
1223,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,137.5,3975,4150,4050,02-Nov-15
1224,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,142,4000,4150,4100,02-Nov-15
1225,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.3,3800,3950,3900,02-Nov-15
1226,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,165.8,4070,4275,4200,04-Nov-15
1227,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,30.4,4080,4250,4150,04-Nov-15
1228,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,284,4075,4250,4175,04-Nov-15
1229,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,55,4075,4250,4150,04-Nov-15
1230,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,349.43,3901,4100,4050,04-Nov-15
1231,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.2,3850,3960,3900,04-Nov-15
1232,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,255,4070,4270,4175,06-Nov-15
1233,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,95,4075,4250,4175,06-Nov-15
1234,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,410,4080,4250,4150,06-Nov-15
1235,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45,4060,4260,4160,06-Nov-15
1236,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,4000,4125,4085,06-Nov-15
1237,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,271.07,3901,4101,4025,06-Nov-15
1238,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.5,3850,3940,3900,06-Nov-15
1239,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,145.5,4070,4260,4150,08-Nov-15
1240,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,27.5,4050,4250,4150,08-Nov-15
1241,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,356,4060,4250,4160,08-Nov-15
1242,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45,4070,4270,4150,08-Nov-15
1243,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7,4000,4111,4080,08-Nov-15
1244,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,30,4050,4100,4075,10-Nov-15
1245,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,65,4035,4120,4100,10-Nov-15
1246,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,150,4000,4100,4075,10-Nov-15
1247,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,7,4000,4100,4050,10-Nov-15
1248,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,286.13,3900,4050,4001,10-Nov-15
1249,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,2,3880,4200,4050,10-Nov-15
1250,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,4.5,3850,3940,3890,10-Nov-15
1251,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,120,4000,4100,4050,14-Nov-15
1252,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,25,4025,4100,4060,14-Nov-15
1253,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,140,4000,4100,4050,14-Nov-15
1254,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,5,4000,4100,4050,14-Nov-15
1255,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,175,3800,4100,4000,16-Nov-15
1256,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85,3900,4050,4000,16-Nov-15
1257,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,135,3900,4080,4000,16-Nov-15
1258,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,35,3925,4060,4000,16-Nov-15
1259,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,340.92,4050,4100,4075,16-Nov-15
1260,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4,3840,4050,4000,16-Nov-15
1261,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.6,3860,3960,3910,16-Nov-15
1262,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,194.4,4000,4150,4100,18-Nov-15
1263,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,45.1,4050,4125,4075,18-Nov-15
1264,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,329.6,4050,4125,4100,18-Nov-15
1265,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,25,4050,4125,4100,18-Nov-15
1266,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,10,3900,4050,3965,18-Nov-15
1267,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,185.57,3800,4050,4001,18-Nov-15
1268,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,8.5,3830,3940,3890,18-Nov-15
1269,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,293.1,4100,4296,4200,20-Nov-15
1270,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,50,4100,4300,4250,20-Nov-15
1271,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,342.1,4100,4300,4200,20-Nov-15
1272,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,35,4100,4300,4200,20-Nov-15
1273,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,11,3955,4050,3990,20-Nov-15
1274,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,236.08,3900,4100,4025,20-Nov-15
1275,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4,3950,4100,4020,20-Nov-15
1276,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,5.5,3820,3890,3850,20-Nov-15
1277,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,450.3,4051,4300,4200,22-Nov-15
1278,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,62.9,4080,4275,4200,22-Nov-15
1279,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,313.8,4070,4280,4175,22-Nov-15
1280,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,62.9,4150,4550,4400,22-Nov-15
1281,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,414,4081,4371,4200,24-Nov-15
1282,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,47.5,4075,4200,4150,24-Nov-15
1283,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,463.2,4060,4250,4175,24-Nov-15
1284,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,115.1,4050,4350,4250,24-Nov-15
1285,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8,4075,4175,4125,24-Nov-15
1286,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,318.8,3801,4101,4025,24-Nov-15
1287,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,2.9,3900,4000,3960,24-Nov-15
1288,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,245.4,4174,4381,4250,26-Nov-15
1289,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,52.4,4100,4300,4250,26-Nov-15
1290,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,193.9,4100,4325,4250,26-Nov-15
1291,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,78.5,4100,4300,4250,26-Nov-15
1292,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,8.5,4075,4201,4150,26-Nov-15
1293,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,272.63,3851,4101,4050,26-Nov-15
1294,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,5,3850,3915,3890,26-Nov-15
1295,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,83.9,4200,4375,4300,28-Nov-15
1296,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,270.2,4200,4375,4300,28-Nov-15
1297,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,87.8,4200,4375,4300,28-Nov-15
1298,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7,4125,4250,4185,28-Nov-15
1299,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,371.35,3951,4101,4050,28-Nov-15
1300,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,185,4150,4400,4275,02-Dec-15
1301,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,95,4150,4400,4300,02-Dec-15
1302,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,257,4150,4350,4250,02-Dec-15
1303,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,64.5,4220,4500,4350,02-Dec-15
1304,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7,4200,4300,4250,02-Dec-15
1305,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,313.73,3951,4151,4100,02-Dec-15
1306,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,4,4000,4250,4060,02-Dec-15
1307,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,6.9,3800,3900,3850,02-Dec-15
1308,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,334.5,4200,4375,4325,04-Dec-15
1309,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,65.3,4175,4350,4275,04-Dec-15
1310,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,229.9,4175,4350,4250,04-Dec-15
1311,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,40.7,4150,4450,4300,04-Dec-15
1312,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,21,4225,4300,4275,04-Dec-15
1313,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,58.5,4150,4350,4275,06-Dec-15
1314,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,185,4150,4350,4250,06-Dec-15
1315,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,54,4150,4350,4250,06-Dec-15
1316,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,601.7,4242,4425,4375,08-Dec-15
1317,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,115,4200,4400,4300,08-Dec-15
1318,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,582,4150,4400,4300,08-Dec-15
1319,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,43,4175,4375,4275,08-Dec-15
1320,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,444.27,4001,4125,4101,08-Dec-15
1321,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3,4000,4265,4125,08-Dec-15
1322,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,1,3980,4185,4065,08-Dec-15
1323,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,576.2,4100,4421,4300,10-Dec-15
1324,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85,4200,4400,4300,10-Dec-15
1325,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,245,4150,4375,4275,10-Dec-15
1326,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,47.5,4225,4430,4300,10-Dec-15
1327,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,16,4150,4275,4225,10-Dec-15
1328,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,390.05,4050,4200,4125,10-Dec-15
1329,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,2,4000,4240,4090,10-Dec-15
1330,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,2,3980,4200,4050,10-Dec-15
1331,Gujarat,Vadodara(Baroda),Vagodiya,Shanker 6 (B) 30mm FIne,Fibre Crops,1.4,3800,3900,3850,10-Dec-15
1332,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,385,4242,4451,4350,12-Dec-15
1333,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,95.5,4200,4420,4300,12-Dec-15
1334,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,287.5,4175,4375,4275,12-Dec-15
1335,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45.5,4200,4425,4325,12-Dec-15
1336,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,13.5,4100,4300,4250,12-Dec-15
1337,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,334.98,4051,4201,4125,12-Dec-15
1338,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,2.5,4000,4100,4050,12-Dec-15
1339,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,345,4200,4520,4375,14-Dec-15
1340,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,111,4200,4450,4350,14-Dec-15
1341,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,297.5,4225,4450,4375,14-Dec-15
1342,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,45,4250,4450,4350,14-Dec-15
1343,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,14.5,4150,4400,4300,14-Dec-15
1344,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,202.05,4001,4201,4101,14-Dec-15
1345,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,3,4000,4265,4085,14-Dec-15
1346,Gujarat,Vadodara(Baroda),Nasvadi(Thalkala),Other,Fibre Crops,2,3990,4250,4065,14-Dec-15
1347,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,543.8,4350,4570,4500,16-Dec-15
1348,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,92.4,4300,4550,4475,16-Dec-15
1349,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,386.2,4275,4500,4375,16-Dec-15
1350,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,40,4250,4450,4400,16-Dec-15
1351,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,20,4150,4400,4300,16-Dec-15
1352,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,272.96,4001,4201,4151,16-Dec-15
1353,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,5,4060,4350,4165,16-Dec-15
1354,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,481.7,4350,4551,4475,18-Dec-15
1355,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85,4325,4550,4475,18-Dec-15
1356,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,354,4300,4525,4450,18-Dec-15
1357,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,37.5,4325,4525,4450,18-Dec-15
1358,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,11,4200,4400,4300,18-Dec-15
1359,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,166.23,4201,4601,4301,18-Dec-15
1360,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,2,4100,4355,4215,18-Dec-15
1361,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,454.6,4400,4700,4575,20-Dec-15
1362,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,48.3,4400,4625,4550,20-Dec-15
1363,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,279.5,4400,4600,4475,20-Dec-15
1364,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,33,4450,4600,4550,20-Dec-15
1365,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,732,4600,4851,4750,22-Dec-15
1366,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,58.3,4600,4800,4750,22-Dec-15
1367,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,445,4550,4750,4650,22-Dec-15
1368,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,55,4650,4850,4750,22-Dec-15
1369,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,22.5,4400,4700,4600,22-Dec-15
1370,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,377.31,4101,4601,4251,22-Dec-15
1371,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,6,4025,4400,4175,22-Dec-15
1372,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,478,4250,4775,4650,24-Dec-15
1373,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,85,4400,4750,4650,24-Dec-15
1374,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,525.4,4400,4700,4600,24-Dec-15
1375,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,42.9,4400,5001,4650,24-Dec-15
1376,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,16,4200,4425,4400,24-Dec-15
1377,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,89.41,4200,4600,4251,24-Dec-15
1378,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,474,4600,4900,4750,26-Dec-15
1379,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,55,4700,4800,4750,26-Dec-15
1380,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,435,4600,4800,4750,26-Dec-15
1381,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,7.5,4250,4500,4400,26-Dec-15
1382,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,299.46,4200,4600,4251,26-Dec-15
1383,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,5,4075,4435,4280,26-Dec-15
1384,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,65,4250,4801,4650,28-Dec-15
1385,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,65.3,4600,4800,4700,28-Dec-15
1386,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,367.5,4550,4750,4650,28-Dec-15
1387,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,37.5,4650,4800,4750,28-Dec-15
1388,Gujarat,Vadodara(Baroda),Jetpur-Pavi,Shanker 6 (B) 30mm FIne,Fibre Crops,21,4300,4750,4625,28-Dec-15
1389,Gujarat,Vadodara(Baroda),Karjan,Shanker 6 (B) 30mm FIne,Fibre Crops,225.58,4200,4600,4351,28-Dec-15
1390,Gujarat,Vadodara(Baroda),Nasvadi,Other,Fibre Crops,6,4160,4500,4385,28-Dec-15
1391,Gujarat,Vadodara(Baroda),Bodeli,Shanker 6 (B) 30mm FIne,Fibre Crops,922.9,4671,4800,4701,30-Dec-15
1392,Gujarat,Vadodara(Baroda),Bodeli(Hadod),Shanker 6 (B) 30mm FIne,Fibre Crops,104.1,4600,4800,4700,30-Dec-15
1393,Gujarat,Vadodara(Baroda),Bodeli(Kalediya),Shanker 6 (B) 30mm FIne,Fibre Crops,505.8,4600,4800,4725,30-Dec-15
1394,Gujarat,Vadodara(Baroda),Bodeli(Modasar),Shanker 6 (B) 30mm FIne,Fibre Crops,93.3,4600,4725,4650,30-Dec-15
